Year,New Or Old,Address,Production Origin,Color,Car Gearbox,Used (kilomet),Company,Fuel Type,Machine Capacity (L) Random,Price
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, Kia, máy xăng, 1.5, 594 Triệu
2017, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 65000, Ford, máy dầu, 3.2, 789 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, Mazda, máy xăng, 2.0, 832 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Kia, máy xăng, 1.25, 381 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, Kia, máy xăng, 1.6, 637 Triệu
2009, Xe cũ, Hà Nội, Xe nhập khẩu, màu nâu, số tự động, 66666, Toyota, máy xăng, 2.7, 595 Triệu
2016, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 76000, Hyundai, máy xăng, 3.8, 1 Tỷ 200 Triệu
2012, Xe cũ, Hải Phòng, Xe nhập khẩu, màu trắng, số tự động, 50000, LandRover, máy xăng, 2.0, 969 Triệu
2012, Xe cũ, Cần Thơ, Xe lắp ráp trong nước, màu bạc, số tự động, 138300, Ford, máy xăng, 1.6, 319 Triệu
2013, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 90000, Audi, máy xăng, 2.0, 820 Triệu
2022, Xe mới, Đăk Lăk, Xe nhập khẩu, màu đen, số tự động, 0, Honda, máy xăng, 1.5, 789 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 0, Toyota, máy xăng, 1.5, 688 Triệu
2022, Xe mới, Lâm Đồng, Xe lắp ráp trong nước, màu đen, số tay, 0, Ford, máy dầu, 2.2, 642 Triệu
2021, Xe mới, TP HCM, Xe lắp ráp trong nước, màu trắng, số tay, 0, Hyundai, máy xăng, 1.25, 316 Triệu
2022, Xe mới, Tiền Giang, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, Kia, máy xăng, 1.4, 704 Triệu
2016, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 85000, Toyota, máy xăng, 4.6, 3 Tỷ 550 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 0, Toyota, máy xăng, 1.8, 699 Triệu
2013, Xe cũ, Hà Nội, Xe nhập khẩu, màu bạc, số tự động, 45000, Bentley, máy xăng, 3.0, 11 Tỷ 800 Triệu
2019, Xe cũ, TP HCM, Xe nhập khẩu, màu cam, số tự động, 59000, Ford, máy dầu, 2.0, 825 Triệu
2016, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 40000, Mercedes, máy xăng, 2.0, 969 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu trắng, số tay, 0, Kia, máy xăng, 1.4, 369 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 0, Toyota, máy xăng, 2.5, 1 Tỷ 344 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu nâu, số tự động, 0, Hyundai, máy xăng, 2.5, 1 Tỷ 240 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu đỏ, số tự động, 0, Toyota, máy xăng, 1.8, 695 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Hyundai, máy xăng, 2.5, 1 Tỷ 240 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu đỏ, số tự động, 0, Ford, máy dầu, 2.0, 1 Tỷ 140 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 0, Ford, máy xăng, 2.3, 2 Tỷ 356 Triệu
2001, Xe cũ, Phú Thọ, Xe nhập khẩu, màu xanh, số tay, 1500000, Toyota, máy xăng, 1.8, 128 Triệu
2016, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 80000, Honda, máy xăng, 2.0, 695 Triệu
2022, Xe mới, Lâm Đồng, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Mazda, máy xăng, 2.5, 1 Tỷ 7 Triệu
2016, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 20000, Bentley, máy xăng, 6.8, 15 Tỷ
2003, Xe cũ, Tiền Giang, Xe lắp ráp trong nước, màu đen, số tay, 141000, Toyota, máy xăng, 4.5, 389 Triệu
2021, Xe mới, TP HCM, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Mercedes, máy xăng, 2.0, 2 Tỷ 99 Triệu
2022, Xe mới, Tiền Giang, Xe nhập khẩu, màu trắng, số tự động, 0, Mazda, máy xăng, 1.5, 559 Triệu
2018, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu xanh, số tự động, 37000, Mercedes, máy xăng, 2.0, 1 Tỷ 829 Triệu
2017, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 26000, Lexus, máy xăng, 3.5, 3 Tỷ 230 Triệu
2022, Xe mới, Đăk Lăk, Xe lắp ráp trong nước, màu cam, số tự động, 0, VinFast, máy xăng, 2.0, 1 Tỷ 74 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 0, Mazda, máy xăng, 2.0, 912 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu xanh, số tự động, 0, Volvo, máy xăng, 2.0, 1 Tỷ 750 Triệu
2016, Xe cũ, Hà Nội, Xe nhập khẩu, màu nâu, số tự động, 65000, Mercedes, máy xăng, 3.0, 2 Tỷ 699 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu đỏ, số tự động, 0, Toyota, máy xăng, 1.8, 846 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu trắng, số tự động, 0, MG, máy xăng, 1.5, 619 Triệu
2013, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu bạc, số tự động, 80000, Toyota, máy xăng, 2.7, 510 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 0, Mercedes, máy xăng, 4.0, 14 Tỷ 900 Triệu
2004, Xe cũ, Lạng Sơn, Xe lắp ráp trong nước, màu xanh, số tay, 150000, Suzuki, máy xăng, 1.6, 195 Triệu
2013, Xe cũ, Đà Nẵng, Xe lắp ráp trong nước, màu bạc, số tự động, 79000, Mercedes, máy xăng, 1.8, 560 Triệu
2021, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 6000, Mitsubishi, máy xăng, 1.5, 666 Triệu
2018, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 23000, Lexus, máy xăng, 5.7, 8 Tỷ 190 Triệu
2020, Xe cũ, Thái Nguyên, Xe lắp ráp trong nước, màu đen, số tự động, 15000, Hyundai, máy xăng, 1.6, 595 Triệu
2021, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 7000, VinFast, máy xăng, 2.0, 798 Triệu
2021, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, Hyundai, máy xăng, 1.4, 499 Triệu
2022, Xe mới, Long An, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Hyundai, máy xăng, 1.25, 435 Triệu
2015, Xe cũ, Đăk Lăk, Xe nhập khẩu, màu bạc, số tay, 52000, Ford, máy dầu, 2.2, 480 Triệu
2021, Xe mới, Đồng Nai, Xe nhập khẩu, màu trắng, số tự động, 0, MG, máy xăng, 1.5, 619 Triệu
2021, Xe mới, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 0, Mercedes, máy xăng, 3.0, 7 Tỷ 469 Triệu
2022, Xe mới, Nghệ An, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Mercedes, máy xăng, 2.0, 2 Tỷ 950 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu xanh, số tay, 0, Suzuki, máy xăng, 1.0, 274 Triệu
2022, Xe mới, Đà Nẵng, Xe nhập khẩu, màu trắng, số tự động, 0, Volvo, máy xăng, 2.0, 3 Tỷ 950 Triệu
2022, Xe mới, Bình Dương, Xe nhập khẩu, màu đỏ, số tự động, 0, Honda, máy xăng, 1.5, 875 Triệu
2022, Xe mới, Bình Dương, Xe lắp ráp trong nước, màu đỏ, số tay, 0, Ford, máy dầu, 2.2, 642 Triệu
2021, Xe mới, TP HCM, Xe nhập khẩu, màu đen, số tự động, 0, BMW, máy xăng, 2.7, 4 Tỷ 979 Triệu
2021, Xe mới, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 0, BMW, máy xăng, 2.0, 2 Tỷ 129 Triệu
2022, Xe mới, Bình Dương, Xe lắp ráp trong nước, màu xám, số tự động, 0, VinFast, máy xăng, 2.0, 1 Tỷ 423 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu xanh, số tự động, 0, Hyundai, máy xăng, 1.5, 670 Triệu
2019, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 36000, Mercedes, máy xăng, 2.0, 1 Tỷ 760 Triệu
2022, Xe mới, Thanh Hóa, Xe nhập khẩu, màu nâu, số tự động, 0, Mazda, máy xăng, 1.5, 509 Triệu
2010, Xe cũ, TP HCM, Xe nhập khẩu, màu trắng, số tự động, 126863, BMW, máy xăng, 2.5, 590 Triệu
2022, Xe mới, Quảng Ninh, Xe nhập khẩu, màu cam, số tự động, 0, Mitsubishi, máy dầu, 2.4, 760 Triệu
2021, Xe mới, TP HCM, Xe nhập khẩu, màu bạc, số tay, 0, Mitsubishi, máy xăng, 1.5, 555 Triệu
2015, Xe cũ, Hải Dương, Xe nhập khẩu, màu bạc, số tự động, 60000, Volvo, máy xăng, 2.0, 2 Tỷ 680 Triệu
2013, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 80000, Toyota, máy xăng, 4.6, 2 Tỷ 350 Triệu
2019, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 27000, Mazda, máy xăng, 2.5, 770 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu cam, số tự động, 0, Peugeot, máy xăng, 1.6, 1 Tỷ 129 Triệu
2018, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 29000, Lexus, máy xăng, 2.0, 2 Tỷ 870 Triệu
2021, Xe mới, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 0, Honda, máy xăng, 1.5, 1 Tỷ 319 Triệu
2017, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 28000, Lexus, máy xăng, 3.5, 3 Tỷ 250 Triệu
2020, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 18000, Mercedes, máy xăng, 3.0, 4 Tỷ 150 Triệu
2022, Xe mới, Thái Nguyên, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, VinFast, máy xăng, 1.4, 373 Triệu
2015, Xe cũ, Đăk Lăk, Xe lắp ráp trong nước, màu nâu, số tay, 68000, Toyota, máy xăng, 1.8, 445 Triệu
2021, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 10000, VinFast, máy xăng, 2.0, 1 Tỷ 35 Triệu
2020, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 20000, Mercedes, máy xăng, 2.0, 1 Tỷ 999 Triệu
2022, Xe mới, Lâm Đồng, Xe lắp ráp trong nước, màu xám, số tự động, 0, Kia, máy dầu, 2.2, 1 Tỷ 369 Triệu
2019, Xe cũ, Hà Nội, Xe nhập khẩu, màu xanh, số tự động, 26000, Mazda, máy dầu, 3.2, 740 Triệu
2021, Xe mới, Hà Nội, Xe nhập khẩu, màu cam, số tay, 0, Isuzu, máy dầu, 1.9, 595 Triệu
2009, Xe cũ, TP HCM, Xe nhập khẩu, màu xám, số tự động, 70400, Toyota, máy xăng, 2.7, 590 Triệu
2009, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu vàng, số tự động, 120000, Mitsubishi, máy xăng, 2.4, 368 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu xanh, số tự động, 0, Hyundai, máy xăng, 1.6, 1 Tỷ 20 Triệu
2016, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 80000, Peugeot, máy xăng, 1.6, 565 Triệu
2021, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 6000, VinFast, máy xăng, 2.0, 1 Tỷ 110 Triệu
2021, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 7999, Mercedes, máy xăng, 4.0, 13 Tỷ 799 Triệu
2016, Xe cũ, Hà Nội, Xe nhập khẩu, màu xám, số tự động, 30000, LandRover, máy xăng, 5.0, 7 Tỷ 600 Triệu
2018, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 5000, Rolls, máy xăng, 6.7, 41 Tỷ 990 Triệu
1999, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 50000, Rolls, máy xăng, 5.4, 8 Tỷ 300 Triệu
2004, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 90000, Ford, máy xăng, 2.3, 166 Triệu
2019, Xe mới, TP HCM, Xe nhập khẩu, màu xám, số tự động, 0, Maserati, máy xăng, 3.0, 5 Tỷ 371 Triệu
2018, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 40000, Lexus, máy xăng, 5.7, 8 Tỷ 500 Triệu
2019, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu đỏ, số tự động, 87000, Toyota, máy xăng, 1.5, 483 Triệu
2021, Xe mới, TP HCM, Xe nhập khẩu, màu đen, số tự động, 0, Nissan, máy dầu, 2.5, 845 Triệu
2016, Xe cũ, Phú Thọ, Xe lắp ráp trong nước, màu đen, số tự động, 51000, Toyota, máy xăng, 1.5, 422 Triệu
2010, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 105000, Kia, máy xăng, 2.0, 340 Triệu
2017, Xe cũ, TP HCM, Xe nhập khẩu, màu cam, số tự động, 25000, Ford, máy dầu, 3.2, 838 Triệu
2009, Xe cũ, Đồng Nai, Xe nhập khẩu, màu bạc, số tự động, 115000, Toyota, máy xăng, 2.7, 535 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu trắng, số tay, 0, Suzuki, máy xăng, 1.5, 279 Triệu
2016, Xe cũ, TP HCM, Xe nhập khẩu, màu đen, số tự động, 40000, Audi, máy xăng, 2.0, 1 Tỷ 99 Triệu
2010, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 48000, Lexus, máy xăng, 3.5, 1 Tỷ 250 Triệu
2016, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 32000, Mercedes, máy xăng, 2.0, 1 Tỷ 190 Triệu
2021, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 23000, Toyota, máy dầu, 2.8, 958 Triệu
2013, Xe cũ, TP HCM, Xe nhập khẩu, màu cam, số tự động, 46000, LandRover, máy xăng, 3.0, 2 Tỷ 468 Triệu
2021, Xe mới, TP HCM, Xe nhập khẩu, màu đỏ, số tự động, 0, Jeep, máy xăng, 2.0, 3 Tỷ 688 Triệu
2012, Xe cũ, TP HCM, Xe nhập khẩu, màu trắng, số tự động, 32000, Audi, máy xăng, 3.0, 1 Tỷ 168 Triệu
2013, Xe cũ, Lạng Sơn, Xe nhập khẩu, màu xanh, số tay, 120000, Suzuki, máy xăng, 1.6, 178 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Toyota, máy xăng, 1.5, 536 Triệu
2016, Xe cũ, Bắc Giang, Xe lắp ráp trong nước, màu đỏ, số tự động, 6, Kia, máy xăng, 1.6, 475 Triệu
2019, Xe cũ, Đồng Nai, Xe lắp ráp trong nước, màu trắng, số tay, 45, Hyundai, máy xăng, 1.4, 420 Triệu
2021, Xe mới, TP HCM, Xe nhập khẩu, màu đỏ, số tự động, 0, Jeep, máy xăng, 2.0, 3 Tỷ 586 Triệu
2017, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 33333, Toyota, máy xăng, 1.5, 525 Triệu
2003, Xe cũ, Lạng Sơn, Xe lắp ráp trong nước, màu đen, số tự động, 180000, Ford, máy xăng, 2.5, 128 Triệu
2008, Xe cũ, Ninh Thuận, Xe lắp ráp trong nước, màu bạc, số tự động, 118000, Chevrolet, máy xăng, 2.4, 285 Triệu
2016, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu nâu, số tự động, 60000, Mazda, máy xăng, 2.5, 665 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu đen, số tự động, 0, Ford, máy dầu, 2.0, 1 Tỷ 202 Triệu
2009, Xe cũ, Lâm Đồng, Xe nhập khẩu, màu đỏ, số tự động, 82000, Daewoo, máy xăng, 1.2, 235 Triệu
2018, Xe cũ, Hải Phòng, Xe lắp ráp trong nước, màu trắng, số tự động, 50000, Mazda, máy xăng, 2.5, 790 Triệu
2021, Xe cũ, Đồng Nai, Xe lắp ráp trong nước, màu trắng, số tự động, 12000, Mazda, máy xăng, 2.0, 800 Triệu
2019, Xe cũ, Hà Nội, Xe nhập khẩu, màu xanh, số tự động, 60000, Chevrolet, máy dầu, 2.5, 625 Triệu
2022, Xe mới, Gia Lai, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Toyota, máy xăng, 1.5, 581 Triệu
2019, Xe cũ, Lào Cai, Xe lắp ráp trong nước, màu đồng, số tự động, 9000, Kia, máy xăng, 1.6, 560 Triệu
2020, Xe cũ, Vĩnh Phúc, Xe lắp ráp trong nước, màu nâu, số tự động, 18000, Hyundai, máy xăng, 1.4, 485 Triệu
2017, Xe cũ, Bắc Ninh, Xe lắp ráp trong nước, màu bạc, số tay, 75000, Toyota, máy xăng, 2.0, 495 Triệu
2017, Xe cũ, Lào Cai, Xe lắp ráp trong nước, màu xám, số tự động, 75000, Ford, máy xăng, 1.5, 385 Triệu
2022, Xe mới, Gia Lai, Xe nhập khẩu, màu ghi, số tự động, 0, Toyota, máy xăng, 1.8, 820 Triệu
2016, Xe cũ, Vĩnh Phúc, Xe nhập khẩu, màu nâu, số tự động, 80000, Hyundai, máy xăng, 2.0, 725 Triệu
2011, Xe cũ, Phú Thọ, Xe nhập khẩu, màu đen, số tự động, 87000, Nissan, máy xăng, 2.0, 355 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu xám, số tự động, 0, Ford, máy xăng, 3.5, 5 Tỷ 800 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu cát, số tay, 0, Toyota, máy xăng, 1.5, 478 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu xanh, số tự động, 0, Kia, máy dầu, 2.2, 1 Tỷ 159 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Kia, máy xăng, 1.4, 474 Triệu
2017, Xe cũ, TP HCM, Xe nhập khẩu, màu trắng, số tự động, 87100, Honda, máy xăng, 2.4, 735 Triệu
2022, Xe mới, Lâm Đồng, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Mazda, máy xăng, 2.5, 927 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu xanh, số tự động, 0, Toyota, máy xăng, 1.8, 765 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tay, 0, Kia, máy xăng, 1.4, 444 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu trắng, số tay, 0, Ford, máy dầu, 2.2, 642 Triệu
2022, Xe mới, Thanh Hóa, Xe lắp ráp trong nước, màu cam, số tự động, 0, Peugeot, máy xăng, 1.6, 829 Triệu
2016, Xe cũ, Hải Phòng, Xe lắp ráp trong nước, màu trắng, số tự động, 60000, Kia, máy dầu, 1.7, 485 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Mazda, máy xăng, 2.0, 919 Triệu
2022, Xe mới, Nghệ An, Xe nhập khẩu, màu đỏ, số tự động, 0, Toyota, máy xăng, 1.5, 656 Triệu
2021, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu đen, số tự động, 50, Mercedes, máy xăng, 2.0, 1 Tỷ 799 Triệu
2015, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 40000, Mercedes, máy xăng, 3.0, 2 Tỷ 199 Triệu
2020, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu đen, số tự động, 3400, Mercedes, máy xăng, 2.0, 1 Tỷ 569 Triệu
2021, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu trắng, số tự động, 99, Mercedes, máy xăng, 2.0, 2 Tỷ 99 Triệu
2020, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu đen, số tự động, 10000, Mercedes, máy xăng, 1.5, 1 Tỷ 750 Triệu
2021, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu đen, số tự động, 30, Mercedes, máy xăng, 2.0, 2 Tỷ 499 Triệu
2021, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu đen, số tự động, 9900, Mercedes, máy xăng, 2.0, 1 Tỷ 769 Triệu
2017, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu xám, số tự động, 50000, Mercedes, máy xăng, 3.0, 2 Tỷ 650 Triệu
2020, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu đen, số tự động, 5000, Mercedes, máy xăng, 1.5, 1 Tỷ 777 Triệu
2021, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu xám, số tự động, 30, Mercedes, máy xăng, 1.5, 1 Tỷ 498 Triệu
2021, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu trắng, số tự động, 39, Mercedes, máy xăng, 2.0, 3 Tỷ 129 Triệu
2020, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu trắng, số tự động, 5500, Mercedes, máy xăng, 1.5, 1 Tỷ 777 Triệu
2021, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu cam, số tự động, 5000, Mercedes, máy xăng, 1.5, 1 Tỷ 439 Triệu
2021, Xe mới, TP HCM, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, Hyundai, máy xăng, 1.4, 496 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu trắng, số tự động, 0, Mazda, máy xăng, 1.5, 537 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu trắng, số tự động, 0, Toyota, xe hybrid, 1.8, 936 Triệu
2021, Xe mới, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 0, BMW, máy xăng, 3.0, 4 Tỷ 359 Triệu
2022, Xe mới, Thanh Hóa, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, Peugeot, máy xăng, 1.4, 750 Triệu
2017, Xe cũ, Đăk Lăk, Xe lắp ráp trong nước, màu trắng, số tự động, 66000, Hyundai, máy xăng, 1.6, 520 Triệu
2014, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tay, 100000, Hyundai, máy dầu, 3.2, 575 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu đỏ, số tự động, 0, Suzuki, máy xăng, 1.2, 520 Triệu
2021, Xe cũ, TP HCM, Xe nhập khẩu, màu trắng, số tự động, 24000, Ford, máy dầu, 2.2, 749 Triệu
2021, Xe mới, Hưng Yên, Xe nhập khẩu, màu đen, số tự động, 0, Toyota, máy xăng, 2.7, 2 Tỷ 588 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu trắng, số tay, 0, Toyota, máy dầu, 2.4, 1 Tỷ 15 Triệu
2020, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 23000, Toyota, máy dầu, 2.4, 755 Triệu
2014, Xe cũ, TP HCM, Xe nhập khẩu, màu trắng, số tự động, 30000, Bentley, máy xăng, 6.0, 7 Tỷ 999 Triệu
2019, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu xanh, số tự động, 40000, Mazda, máy xăng, 2.5, 803 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu cát, số tự động, 0, Toyota, máy xăng, 1.5, 531 Triệu
2017, Xe cũ, Đăk Lăk, Xe lắp ráp trong nước, màu trắng, số tay, 68000, Hyundai, máy xăng, 1.0, 260 Triệu
2022, Xe mới, Lâm Đồng, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Kia, máy xăng, 1.5, 554 Triệu
2022, Xe mới, Lâm Đồng, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, Mazda, máy xăng, 1.5, 771 Triệu
2018, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 36000, Ford, máy xăng, 1.5, 550 Triệu
2015, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 57000, LandRover, máy xăng, 3.0, 4 Tỷ 380 Triệu
2021, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 9816, Mazda, máy xăng, 2.0, 840 Triệu
2022, Xe mới, Bình Dương, Xe lắp ráp trong nước, màu đen, số tự động, 0, Mercedes, máy xăng, 2.0, 2 Tỷ 569 Triệu
2018, Xe cũ, Quảng Ninh, Xe nhập khẩu, màu xanh, số tự động, 40000, Toyota, máy xăng, 1.5, 555 Triệu
2022, Xe mới, Đăk Lăk, Xe lắp ráp trong nước, màu trắng, số tự động, 0, VinFast, máy xăng, 2.0, 1 Tỷ 160 Triệu
2018, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 31000, Mazda, máy xăng, 1.5, 488 Triệu
2015, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 60000, Mitsubishi, máy xăng, 2.0, 570 Triệu
2014, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu xanh, số tự động, 64000, Mercedes, máy xăng, 1.8, 635 Triệu
2009, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 150000, Mercedes, máy xăng, 1.8, 490 Triệu
2021, Xe mới, Hà Nội, Xe nhập khẩu, màu cát, số tự động, 0, Subaru, máy xăng, 2.0, 1 Tỷ 109 Triệu
2008, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu bạc, số tự động, 80000, Toyota, máy xăng, 2.4, 399 Triệu
2019, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu đỏ, số tự động, 9000, Kia, máy xăng, 1.25, 390 Triệu
2016, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu xanh, số tự động, 40000, Mercedes, máy xăng, 2.0, 1 Tỷ 399 Triệu
2020, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 9000, Toyota, máy xăng, 2.5, 1 Tỷ 230 Triệu
2021, Xe mới, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 0, Subaru, máy xăng, 2.0, 1 Tỷ 88 Triệu
2022, Xe mới, Long An, Xe nhập khẩu, màu bạc, số tay, 0, Suzuki, máy xăng, 1.5, 294 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu nâu, số tự động, 0, Honda, máy xăng, 1.5, 1 Tỷ 8 Triệu
2018, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 40000, Kia, máy xăng, 1.25, 348 Triệu
2018, Xe cũ, TP HCM, Xe nhập khẩu, màu xám, số tự động, 69000, Chevrolet, máy dầu, 2.5, 698 Triệu
