id,car,price, origin,condition,carType,km,carColor,interiorColor,carDoor,carSeat,engine,gear,wheelDrive
Mã: 4249944,Mercedes Benz G class G63 AMG - 2016,7200000000,Nhập khẩu,Xe đã dùng,SUV,0 Km,Xanh,Nhiều màu,5 cửa,5 chỗ,Xăng5.5L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4439454,Honda Civic 1.8 AT - 2008,285000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"120,000 Km",Đen,Ghi,4 cửa,5 chỗ,Xăng1.8L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4434771,Toyota Camry 2.5Q - 2021,1310000000,Nhập khẩu,Xe đã dùng,Sedan,"11,000 Km",Trắng,Đen,4 cửa,5 chỗ,Xăng2.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4249944,Mercedes Benz G class G63 AMG - 2016,7200000000,Nhập khẩu,Xe đã dùng,SUV,0 Km,Xanh,Nhiều màu,5 cửa,5 chỗ,Xăng5.5L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4388842,Ford Ranger XL 2.2L 4x4 MT - 2022,570000000,Lắp ráp trong nước,Xe mới,Bán tải / Pickup,0 Km,Trắng,Đen,4 cửa,5 chỗ,Dầu2.2L,Số tay,4WD - Dẫn động 4 bánh
Mã: 4442064,Hyundai i10 Grand 1.2 MT Base - 2016,290000000,Nhập khẩu,Xe đã dùng,Sedan,"51,000 Km",Đỏ,Kem,4 cửa,5 chỗ,Xăng1.25L,Số tay,FWD - Dẫn động cầu trước
Mã: 4442265,Ford Fiesta Titanium 1.5 AT - 2014,325000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"75,000 Km",Xanh,Ghi,4 cửa,5 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4388206,Mercedes Benz C class C300 AMG - 2016,1160000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"45,000 Km",Trắng,Đỏ,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4428248,Mercedes Benz C class C300 AMG - 2020,1770000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"25,000 Km",Đen,Nâu,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4306516,Toyota Venza 2.7 - 2009,535000000,Nhập khẩu,Xe đã dùng,Crossover,"115,000 Km",Bạc,Kem,5 cửa,5 chỗ,Xăng2.7L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4260505,Toyota Camry 2.0Q - 2022,1170000000,Nhập khẩu,Xe mới,Sedan,0 Km,Đỏ,-,4 cửa,5 chỗ,Xăng2.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4227354,Hyundai Tucson 2.0 AT Đặc biệt - 2022,925000000,Lắp ráp trong nước,Xe mới,Crossover,0 Km,Đỏ,Đen,5 cửa,5 chỗ,Xăng2.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4448608,Nissan Navara EL 2.5AT 2WD - 2016,485000000,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,"144,635 Km",Đồng,Đen,4 cửa,5 chỗ,Dầu2.5L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4042073,Mazda CX 30 Premium 2.0 AT - 2022,899000000,Nhập khẩu,Xe mới,Crossover,0 Km,Trắng,Đen,5 cửa,5 chỗ,Xăng2.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4433650,Toyota Innova 2.0E - 2019,620000000,Lắp ráp trong nước,Xe đã dùng,Crossover,0 Km,Trắng,Đen,5 cửa,8 chỗ,Xăng2.0L,Số tay,RFD - Dẫn động cầu sau
Mã: 4388556,Kia Cerato 1.6 AT - 2017,470000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"65,000 Km",Bạc,Đen,4 cửa,5 chỗ,Xăng1.6L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4261623,Mercedes Benz C class C300 AMG - 2015,1080000000,Lắp ráp trong nước,Xe đã dùng,Sedan,0 Km,Trắng,Ghi,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4387879,Mazda 3 S 1.6 AT - 2013,385000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"68,000 Km",Trắng,Đen,4 cửa,5 chỗ,Xăng1.6L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4436350,Kia Cerato 2.0 AT - 2018,560000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"36,000 Km",Trắng,Kem,4 cửa,5 chỗ,Xăng2.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4406827,Mercedes Benz C class C250 Exclusive - 2015,930000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"63,000 Km",Đen,Đen,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4398044,Hyundai i10 Grand 1.2 AT - 2019,335000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"56,000 Km",Bạc,Đen,4 cửa,5 chỗ,Xăng1.25L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4261598,BMW 7 Series 730Li - 2007,480000000,Nhập khẩu,Xe đã dùng,Sedan,0 Km,Đen,Ghi,4 cửa,5 chỗ,Xăng3.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4427418,Toyota Innova 2.0E - 2020,680000000,Lắp ráp trong nước,Xe đã dùng,Crossover,"38,000 Km",Đồng,Đen,5 cửa,8 chỗ,Xăng2.0L,Số tay,RFD - Dẫn động cầu sau
Mã: 4402263,Mercedes Benz GLC 250 4Matic - 2016,1299000000,Lắp ráp trong nước,Xe đã dùng,SUV,"55,000 Km",Trắng,Đen,5 cửa,5 chỗ,Xăng2.0L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4375719,Mazda CX5 2.5 AT 2WD - 2018,798000000,Lắp ráp trong nước,Xe đã dùng,SUV,"50,000 Km",Xanh,Đen,5 cửa,5 chỗ,Xăng2.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4394771,Mercedes Benz E class E200 - 2019,1740000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"36,000 Km",Trắng,Đen,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4429161,Chevrolet Spark LTZ 1.0 AT Zest - 2015,235000000,Lắp ráp trong nước,Xe đã dùng,Hatchback,"96,000 Km",Xanh,Đen,5 cửa,5 chỗ,Xăng1.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4278211,Nissan Sunny XT Premium - 2019,405000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"72,000 Km",Đen,Kem,4 cửa,5 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4426385,Mazda CX5 2.5 AT 2WD - 2017,705000000,Lắp ráp trong nước,Xe đã dùng,SUV,"50,000 Km",Đỏ,Đen,5 cửa,5 chỗ,Xăng2.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 3817433,Mazda CX8 Deluxe - 2022,929000000,Lắp ráp trong nước,Xe mới,SUV,0 Km,Xám,Màu khác,5 cửa,7 chỗ,Xăng2.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4402279,Mercedes Benz C class C300 AMG - 2020,1739000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"20,000 Km",Đen,Nâu,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4378195,VinFast Lux SA 2.0 Premium 2.0 AT - 2019,1280000000,Lắp ráp trong nước,Xe đã dùng,SUV,0 Km,Đỏ,Màu khác,5 cửa,7 chỗ,Xăng2.0L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4255086,Mercedes Benz GL GL 450 4Matic - 2007,585000000,Nhập khẩu,Xe đã dùng,SUV,"139,000 Km",Đen,Kem,5 cửa,7 chỗ,Xăng4.7L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4308542,Ford Mondeo 2.5 AT - 2004,285000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"190,000 Km",Đen,Đen,4 cửa,5 chỗ,Xăng2.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4351410,Kia Morning Van 1.0 AT - 2016,270000000,Nhập khẩu,Xe đã dùng,Van/Minivan,"60,000 Km",Xanh,Nhiều màu,5 cửa,2 chỗ,Xăng1.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4417012,Nissan Terra V 2.5 AT 4WD - 2019,830000000,Nhập khẩu,Xe đã dùng,SUV,"30,000 Km",Trắng,Đen,5 cửa,7 chỗ,Xăng2.5L,Số tự động,4WD - Dẫn động 4 bánh
Mã: 4437005,Mercedes Benz C class C300 AMG - 2011,510000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"80,000 Km",Trắng,Ghi,4 cửa,5 chỗ,Xăng3.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4370395,Nissan Navara EL 2.5 AT 2WD - 2019,550000000,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,"48,000 Km",Cam,Kem,4 cửa,5 chỗ,Dầu2.5L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4432705,Mazda 3 1.5L Luxury - 2021,699000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"5,700 Km",Đỏ,Đen,4 cửa,5 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4263748,Mazda 3 S 1.6 AT - 2014,415000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"56,899 Km",Trắng,Đen,5 cửa,5 chỗ,Xăng1.6L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4311881,Mazda 6 Premium 2.0 AT - 2019,765000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"23,000 Km",Trắng,Đen,4 cửa,5 chỗ,Xăng2.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4311881,Mazda 6 Premium 2.0 AT - 2019,765000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"23,000 Km",Trắng,Đen,4 cửa,5 chỗ,Xăng2.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4431824,Mercedes Benz E class E250 - 2012,650000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"110,000 Km",Trắng,Kem,4 cửa,5 chỗ,Xăng1.8L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4298623,Toyota Fortuner 2.7V 4x2 AT - 2017,845000000,Nhập khẩu,Xe đã dùng,SUV,"76,000 Km",Đồng,Nâu,5 cửa,8 chỗ,Xăng2.7L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4438606,Hyundai Elantra 2.0 AT - 2017,550000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"100,000 Km",Trắng,Ghi,4 cửa,5 chỗ,Xăng2.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4309899,Volkswagen Tiguan Allspace - 2019,1490000000,Nhập khẩu,Xe đã dùng,SUV,"16,000 Km",Ghi,Đen,5 cửa,7 chỗ,Xăng2.0L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4429423,Chevrolet Lacetti 1.6 - 2011,190000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"11,500 Km",Đen,Xám,4 cửa,5 chỗ,Xăng1.6L,Số tay,FWD - Dẫn động cầu trước
Mã: 4441226,Hyundai SantaFe Cao cấp 2.2L HTRAC - 2021,1535000000,Lắp ráp trong nước,Xe đã dùng,SUV,"1,888 Km",Đỏ,Nâu,5 cửa,7 chỗ,Dầu2.2L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4184646,Toyota Corolla Cross 1.8G - 2022,746000000,Nhập khẩu,Xe mới,SUV,0 Km,Trắng,Đỏ,5 cửa,5 chỗ,Xăng1.8L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4400939,Kia Seltos Luxury 1.4 AT - 2021,715000000,Lắp ráp trong nước,Xe đã dùng,Crossover,0 Km,Xám,Nâu,5 cửa,5 chỗ,Xăng1.4L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4398730,Honda Jazz V - 2018,450000000,Nhập khẩu,Xe đã dùng,Hatchback,"50,000 Km",Trắng,Đen,5 cửa,5 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4242194,Mercedes Benz C class C250 Exclusive - 2017,1180000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"40,000 Km",Đen,Đen,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4186130,Mercedes Benz E class E200 - 2017,1500000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"50,000 Km",Xanh,Đen,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4412745,Isuzu Dmax LS 2.5 4x2 AT - 2016,529000000,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,"96,000 Km",Trắng,Nhiều màu,4 cửa,5 chỗ,Dầu2.5L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4415359,Subaru Forester 2.0i-L - 2022,899000000,Nhập khẩu,Xe mới,SUV,0 Km,Đen,Đen,5 cửa,5 chỗ,Xăng2.0L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4412073,Toyota Vios 1.5G - 2019,510000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"14,500 Km",Xám,Vàng,4 cửa,5 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4405364,Toyota Camry 2.5Q - 2018,915000000,Lắp ráp trong nước,Xe đã dùng,Sedan,0 Km,Đen,-,4 cửa,5 chỗ,Xăng2.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4429769,Mercedes Benz E class E200 - 2015,880000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"57,000 Km",Trắng,Đen,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4443213,Mazda 3 1.5L Sport Luxury - 2019,597000000,Lắp ráp trong nước,Xe đã dùng,Hatchback,"7,000 Km",Trắng,Đen,5 cửa,5 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4398806,Toyota Corolla altis 1.8G AT - 2015,568000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"38,000 Km",Đen,Kem,4 cửa,5 chỗ,Xăng1.8L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4355815,Lexus RX 350 - 2015,2965000000,Nhập khẩu,Xe đã dùng,SUV,"50,000 Km",Trắng,Vàng,4 cửa,5 chỗ,Xăng3.5L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4355815,Lexus RX 350 - 2015,2965000000,Nhập khẩu,Xe đã dùng,SUV,"50,000 Km",Trắng,Vàng,4 cửa,5 chỗ,Xăng3.5L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4401023,Hyundai SantaFe Cao cấp 2.2L HTRAC - 2022,1500000000,Lắp ráp trong nước,Xe đã dùng,SUV,"6,000 Km",Trắng,Nâu,5 cửa,7 chỗ,Dầu2.2L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4396249,Mercedes Benz E class E200 - 2018,1699000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"40,000 Km",Đen,Đen,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4195896,Ford Transit Tiêu chuẩn - 2022,825000000,Lắp ráp trong nước,Xe mới,Van/Minivan,0 Km,Bạc,Đen,4 cửa,16 chỗ,Dầu2.2L,Số tay,RFD - Dẫn động cầu sau
Mã: 4375467,Toyota Corolla Cross 1.8HV - 2022,936000000,Nhập khẩu,Xe mới,SUV,0 Km,Bạc,Nâu,5 cửa,5 chỗ,Hybrid1.8L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4375443,Toyota Corolla Cross 1.8V - 2022,845000000,Nhập khẩu,Xe mới,SUV,0 Km,Đen,-,5 cửa,5 chỗ,Xăng1.8L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4424068,Mercedes Benz GLC 200 - 2019,1555000000,Lắp ráp trong nước,Xe đã dùng,SUV,"31,000 Km",Trắng,Đen,5 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4408775,Toyota Fortuner TRD Sportivo 4x2 AT - 2016,715000000,Lắp ráp trong nước,Xe đã dùng,SUV,"66,000 Km",Trắng,Kem,5 cửa,8 chỗ,Xăng2.7L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4396042,Hyundai SantaFe 2.4L 4WD - 2018,895000000,Lắp ráp trong nước,Xe đã dùng,SUV,"45,000 Km",Đỏ,Kem,5 cửa,7 chỗ,Xăng2.4L,Số tự động,4WD - Dẫn động 4 bánh
Mã: 4441177,Ford Everest Titanium 2.0L 4x4 AT - 2021,1390000000,Nhập khẩu,Xe đã dùng,SUV,"19,000 Km",Đỏ,Đen,5 cửa,7 chỗ,Dầu2.0L,Số tự động,4WD - Dẫn động 4 bánh
Mã: 4447387,Kia Morning MT - 2019,265000000,Lắp ráp trong nước,Xe đã dùng,Hatchback,"35,000 Km",Trắng,Ghi,5 cửa,5 chỗ,Xăng1.25L,Số tay,FWD - Dẫn động cầu trước
Mã: 4338427,Suzuki Super Carry Truck 1.0 MT - 2022,228000000,Lắp ráp trong nước,Xe mới,Truck,0 Km,Trắng,Đen,2 cửa,2 chỗ,Xăng1.0L,Số tay,RFD - Dẫn động cầu sau
Mã: 4440686,Mazda 3 1.5L Luxury - 2020,655000000,Lắp ráp trong nước,Xe đã dùng,Sedan,0 Km,Trắng,Đen,4 cửa,5 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4411197,Honda City 1.5 - 2018,466000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"46,000 Km",Đỏ,Đen,4 cửa,5 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4333734,Mercedes Benz S class S450 - 2022,5059000000,Nhập khẩu,Xe mới,Sedan,0 Km,Trắng,Kem,4 cửa,5 chỗ,Xăng3.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 1570629,Suzuki Super Carry Truck 1.0 MT - 2022,282000000,Lắp ráp trong nước,Xe mới,Truck,0 Km,Trắng,Ghi,2 cửa,2 chỗ,Xăng1.0L,Số tay,RFD - Dẫn động cầu sau
Mã: 4098271,Audi A7 55 TFSI Quattro - 2021,3920000000,Nhập khẩu,Xe mới,Sedan,0 Km,Trắng,-,4 cửa,5 chỗ,Xăng3.0L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4445928,Mercedes Benz E class E180 - 2020,1790000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"6,000 Km",Trắng,Nâu,4 cửa,5 chỗ,Xăng1.5L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4002177,Toyota Corolla Cross 1.8G - 2022,754000000,Nhập khẩu,Xe mới,SUV,0 Km,Đen,Màu khác,5 cửa,5 chỗ,Xăng1.8L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4445597,Toyota Fortuner Legender 2.4L 4x2 AT - 2022,1350000000,Lắp ráp trong nước,Xe đã dùng,SUV,"5,000 Km",Đen,Đen,5 cửa,7 chỗ,Dầu2.4L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4002177,Toyota Corolla Cross 1.8G - 2022,754000000,Nhập khẩu,Xe mới,SUV,0 Km,Đen,Màu khác,5 cửa,5 chỗ,Xăng1.8L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4445597,Toyota Fortuner Legender 2.4L 4x2 AT - 2022,1350000000,Lắp ráp trong nước,Xe đã dùng,SUV,"5,000 Km",Đen,Đen,5 cửa,7 chỗ,Dầu2.4L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4385750,VinFast Lux SA 2.0 Plus 2.0 AT - 2021,1085000000,Lắp ráp trong nước,Xe đã dùng,SUV,0 Km,Trắng,Nâu,5 cửa,7 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4351020,Hyundai SantaFe Cao cấp 2.5L HTRAC - 2022,1350000000,Lắp ráp trong nước,Xe đã dùng,SUV,0 Km,Đen,Nhiều màu,5 cửa,7 chỗ,Xăng2.5L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4309611,Mazda 6 2.0L Premium - 2017,668000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"60,000 Km",Trắng,Đen,4 cửa,5 chỗ,Xăng2.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4379253,BMW 5 Series 520i - 2013,835000000,Nhập khẩu,Xe đã dùng,Sedan,"80,000 Km",Nâu,Kem,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4386937,Ford Everest Ambiente 2.0 4x2 AT - 2019,875000000,Nhập khẩu,Xe đã dùng,SUV,"52,000 Km",Đen,Đen,5 cửa,7 chỗ,Dầu2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4444180,Hyundai i10 Grand 1.0 MT - 2014,225000000,Nhập khẩu,Xe đã dùng,Hatchback,"11,000 Km",Bạc,Ghi,5 cửa,5 chỗ,Xăng1.0L,Số tay,FWD - Dẫn động cầu trước
Mã: 4405321,Toyota Innova 2.0E - 2017,525000000,Lắp ráp trong nước,Xe đã dùng,Crossover,"75,000 Km",Bạc,Nâu,5 cửa,8 chỗ,Xăng2.0L,Số tay,RFD - Dẫn động cầu sau
Mã: 4201598,Mercedes Benz S class S300L - 2011,1150000000,Nhập khẩu,Xe đã dùng,Sedan,"60,000 Km",Đen,Ghi,4 cửa,5 chỗ,Xăng3.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4299402,Audi TT 2.0 TFSI - 2016,1580000000,Nhập khẩu,Xe đã dùng,Coupe,"42,000 Km",Xanh,-,3 cửa,4 chỗ,Xăng2.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4258218,Toyota Corolla Cross 1.8G - 2022,725000000,Nhập khẩu,Xe mới,SUV,0 Km,Xanh,-,5 cửa,5 chỗ,Xăng1.8L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4414502,Ford Ranger Wildtrak 3.2L 4x4 AT - 2015,595000000,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,0 Km,Đỏ,Đen,4 cửa,5 chỗ,Dầu3.2L,Số tự động,4WD - Dẫn động 4 bánh
Mã: 4430244,Toyota Vios 1.5G - 2020,532000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"50,000 Km",Cát,Vàng,4 cửa,5 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4437578,Toyota Rush 1.5S AT - 2019,596000000,Nhập khẩu,Xe đã dùng,SUV,"20,000 Km",Bạc,Kem,5 cửa,7 chỗ,Xăng1.5L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4406026,Toyota Innova 2.0E - 2016,465000000,Lắp ráp trong nước,Xe đã dùng,Crossover,"90,000 Km",Ghi,Ghi,5 cửa,8 chỗ,Xăng2.0L,Số tay,RFD - Dẫn động cầu sau
Mã: 4401703,Kia Morning SX 1.1 AT - 2009,168000000,Lắp ráp trong nước,Xe đã dùng,Hatchback,"120,000 Km",Xám,Kem,5 cửa,5 chỗ,Xăng1.1L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4390742,Daewoo Lacetti CDX 1.6 AT - 2010,235000000,Nhập khẩu,Xe đã dùng,Sedan,"90,000 Km",Đen,Đen,4 cửa,5 chỗ,Xăng1.6L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4443616,Toyota Innova 2.0E - 2012,330000000,Lắp ráp trong nước,Xe đã dùng,Crossover,"130,000 Km",Bạc,Kem,5 cửa,8 chỗ,Xăng2.0L,Số tay,RFD - Dẫn động cầu sau
Mã: 4385076,Mazda 6 Premium 2.0 AT - 2020,860000000,Lắp ráp trong nước,Xe đã dùng,Sedan,0 Km,Trắng,Đen,4 cửa,5 chỗ,Xăng2.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4406026,Toyota Innova 2.0E - 2016,465000000,Lắp ráp trong nước,Xe đã dùng,Crossover,"90,000 Km",Ghi,Ghi,5 cửa,8 chỗ,Xăng2.0L,Số tay,RFD - Dẫn động cầu sau
Mã: 4401703,Kia Morning SX 1.1 AT - 2009,168000000,Lắp ráp trong nước,Xe đã dùng,Hatchback,"120,000 Km",Xám,Kem,5 cửa,5 chỗ,Xăng1.1L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4390742,Daewoo Lacetti CDX 1.6 AT - 2010,235000000,Nhập khẩu,Xe đã dùng,Sedan,"90,000 Km",Đen,Đen,4 cửa,5 chỗ,Xăng1.6L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4443616,Toyota Innova 2.0E - 2012,330000000,Lắp ráp trong nước,Xe đã dùng,Crossover,"130,000 Km",Bạc,Kem,5 cửa,8 chỗ,Xăng2.0L,Số tay,RFD - Dẫn động cầu sau
Mã: 4385076,Mazda 6 Premium 2.0 AT - 2020,860000000,Lắp ráp trong nước,Xe đã dùng,Sedan,0 Km,Trắng,Đen,4 cửa,5 chỗ,Xăng2.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4340290,Bentley Mulsanne Lemans Edition - 2013,11850000000,Nhập khẩu,Xe đã dùng,Sedan,"50,000 Km",Bạc,Đen,4 cửa,5 chỗ,Xăng,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4344819,Ford Ranger Wildtrak 3.2L 4x4 AT - 2015,705000000,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,"70,000 Km",Cam,Nhiều màu,4 cửa,5 chỗ,Dầu3.2L,Số tự động,4WD - Dẫn động 4 bánh
Mã: 4448041,Kia Picanto 1.25 - 2013,215000000,Lắp ráp trong nước,Xe đã dùng,Hatchback,"12,000 Km",Trắng,Đen,4 cửa,5 chỗ,Xăng,Số tay,FWD - Dẫn động cầu trước
Mã: 4444191,Toyota Vios 1.5E - 2013,250000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"11,000 Km",Bạc,Ghi,4 cửa,5 chỗ,Xăng1.5L,Số tay,FWD - Dẫn động cầu trước
Mã: 4162527,Toyota Corolla altis 1.8G AT - 2009,360000000,Lắp ráp trong nước,Xe đã dùng,Sedan,0 Km,Bạc,Kem,4 cửa,5 chỗ,Xăng1.8L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4330759,Mercedes Benz C class C300 AMG - 2017,1269000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"50,000 Km",Xanh,Đen,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4410160,BMW 5 Series 520i - 2016,1150000000,Nhập khẩu,Xe đã dùng,Sedan,"38,000 Km",Trắng,Kem,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4417199,Ford Fiesta S 1.0 AT Ecoboost - 2018,420000000,Lắp ráp trong nước,Xe đã dùng,Hatchback,"70,000 Km",Trắng,Ghi,5 cửa,5 chỗ,Xăng1.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4435934,Hyundai Accent 1.4 AT Đặc Biệt - 2022,542000000,Lắp ráp trong nước,Xe mới,Sedan,0 Km,Đỏ,Kem,4 cửa,5 chỗ,Xăng1.4L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4423673,Hyundai Tucson 2.0 AT CRDi Đặc biệt - 2021,945000000,Lắp ráp trong nước,Xe đã dùng,Crossover,"10,000 Km",Đen,Kem,5 cửa,5 chỗ,Dầu2.0L,Số tự động,FWD - Dẫn động cầu trước
